CÓDIGO REGIÓN;CÓDIGO COMUNA;NOMBRE REGIÓN;NOMBRE PROVINCIA;NOMBRE COMUNA;URBANO;TIPO;CATEGORIA;TOTAL POBLACIÓN;TOTAL HOMBRES;TOTALES MUJERES;TOTAL VIVIENDAS;CIUDAD;TIPO DATO;CONTEO
13;13502;METROPOLITANA DE SANTIAGO;MELIPILLA;ALHUÉ;VILLA ALHUÉ;CAPITAL COMUNAL;PUEBLO;2706;1506;1200;1083;VILLA ALHUÉ;ORIGEN;1
13;13503;METROPOLITANA DE SANTIAGO;MELIPILLA;CURACAVÍ;CURACAVÍ;CAPITAL COMUNAL;CIUDAD;18686;9085;9601;6176;CURACAVÍ;ORIGEN;1
13;13503;METROPOLITANA DE SANTIAGO;MELIPILLA;CURACAVÍ;CERRILLOS;URBANO;PUEBLO;1590;806;784;495;CERRILLOS;ORIGEN-SACAR;2
13;13504;METROPOLITANA DE SANTIAGO;MELIPILLA;MARÍA PINTO;MARÍA PINTO;CAPITAL COMUNAL;PUEBLO;1975;975;1000;732;MARÍA PINTO;ORIGEN;1
13;13504;METROPOLITANA DE SANTIAGO;MELIPILLA;MARÍA PINTO;LOS RULOS;URBANO;PUEBLO;1165;552;613;346;LOS RULOS;ORIGEN;1
13;13504;METROPOLITANA DE SANTIAGO;MELIPILLA;MARÍA PINTO;IBACACHE ALTO - CHOROMBO;URBANO;PUEBLO;1243;619;624;412;IBACACHE ALTO - CHOROMBO;ORIGEN;1
13;13504;METROPOLITANA DE SANTIAGO;MELIPILLA;MARÍA PINTO;VILLA SANTA LUISA;URBANO;PUEBLO;1036;529;507;347;VILLA SANTA LUISA;ORIGEN;1
13;13504;METROPOLITANA DE SANTIAGO;MELIPILLA;MARÍA PINTO;CHOROMBO BAJO;URBANO;PUEBLO;1237;627;610;420;CHOROMBO BAJO;ORIGEN;1
13;13601;METROPOLITANA DE SANTIAGO;TALAGANTE;TALAGANTE;TALAGANTE;CAPITAL PROVINCIAL;CIUDAD;56878;28063;28815;17723;TALAGANTE;ORIGEN;1
13;13601;METROPOLITANA DE SANTIAGO;TALAGANTE;TALAGANTE;EL ROTO CHILENO;URBANO;PUEBLO;1025;513;512;301;EL ROTO CHILENO;ORIGEN;2
13;13601;METROPOLITANA DE SANTIAGO;TALAGANTE;TALAGANTE;LONQUÉN;URBANO;PUEBLO;1194;580;614;343;LONQUÉN;ORIGEN;2
13;13602;METROPOLITANA DE SANTIAGO;TALAGANTE;EL MONTE;EL MONTE;CAPITAL COMUNAL;CIUDAD;29998;14751;15247;9760;EL MONTE;ORIGEN;1
13;13603;METROPOLITANA DE SANTIAGO;TALAGANTE;ISLA DE MAIPO;ISLA DE MAIPO;CAPITAL COMUNAL;CIUDAD;14176;6982;7194;4767;ISLA DE MAIPO;ORIGEN;1
13;13603;METROPOLITANA DE SANTIAGO;TALAGANTE;ISLA DE MAIPO;LA ISLITA;URBANO;CIUDAD;11431;5641;5790;3394;LA ISLITA;ORIGEN;1
13;13603;METROPOLITANA DE SANTIAGO;TALAGANTE;ISLA DE MAIPO;SAN ANTONIO DE NALTAGUA;URBANO;PUEBLO;1104;560;544;339;SAN ANTONIO DE NALTAGUA;ORIGEN;1
13;13603;METROPOLITANA DE SANTIAGO;TALAGANTE;ISLA DE MAIPO;LONQUÉN;URBANO;PUEBLO;199;100;99;63;LONQUÉN;ORIGEN-SACAR;2
13;13604;METROPOLITANA DE SANTIAGO;TALAGANTE;PADRE HURTADO;PADRE HURTADO;CAPITAL COMUNAL;CIUDAD;55561;27451;28110;18378;PADRE HURTADO;ORIGEN;1
13;13605;METROPOLITANA DE SANTIAGO;TALAGANTE;PEÑAFLOR;PEÑAFLOR;CAPITAL COMUNAL;CIUDAD;82959;40316;42643;26327;PEÑAFLOR;ORIGEN;1
14;14101;DE LOS RÍOS;VALDIVIA;VALDIVIA;NIEBLA;URBANO;PUEBLO;3989;1958;2031;2044;NIEBLA;ORIGEN;1
14;14101;DE LOS RÍOS;VALDIVIA;VALDIVIA;VALDIVIA;CAPITAL REGIONAL;CIUDAD;150048;71906;78142;53867;VALDIVIA;ORIGEN;1
14;14102;DE LOS RÍOS;VALDIVIA;CORRAL;CORRAL;CAPITAL COMUNAL;PUEBLO;3469;1688;1781;1444;CORRAL;ORIGEN;1
14;14103;DE LOS RÍOS;VALDIVIA;LANCO;LANCO;CAPITAL COMUNAL;CIUDAD;8521;4144;4377;3136;LANCO;ORIGEN;1
14;14103;DE LOS RÍOS;VALDIVIA;LANCO;MALALHUE;URBANO;PUEBLO;3061;1463;1598;1187;MALALHUE;ORIGEN;1
14;14104;DE LOS RÍOS;VALDIVIA;LOS LAGOS;LOS LAGOS;CAPITAL COMUNAL;CIUDAD;9746;4689;5057;3480;LOS LAGOS;ORIGEN;1
14;14105;DE LOS RÍOS;VALDIVIA;MÁFIL;MÁFIL;CAPITAL COMUNAL;PUEBLO;4239;1997;2242;1506;MÁFIL;ORIGEN;1
14;14106;DE LOS RÍOS;VALDIVIA;MARIQUINA;SAN JOSÉ DE LA MARIQUINA;CAPITAL COMUNAL;CIUDAD;9767;4682;5085;3353;SAN JOSÉ DE LA MARIQUINA;ORIGEN;1
14;14107;DE LOS RÍOS;VALDIVIA;PAILLACO;PAILLACO;CAPITAL COMUNAL;CIUDAD;11296;5555;5741;3983;PAILLACO;ORIGEN;1
14;14107;DE LOS RÍOS;VALDIVIA;PAILLACO;REUMÉN;URBANO;PUEBLO;1001;475;526;398;REUMÉN;ORIGEN;1
14;14108;DE LOS RÍOS;VALDIVIA;PANGUIPULLI;COÑARIPE;URBANO;PUEBLO;1477;700;777;1321;COÑARIPE;ORIGEN;1
14;14108;DE LOS RÍOS;VALDIVIA;PANGUIPULLI;PANGUIPULLI;CAPITAL COMUNAL;CIUDAD;11091;5196;5895;4381;PANGUIPULLI;ORIGEN;1
14;14108;DE LOS RÍOS;VALDIVIA;PANGUIPULLI;NELTUME;URBANO;PUEBLO;1955;976;979;840;NELTUME;ORIGEN;1
14;14201;DE LOS RÍOS;RANCO;LA UNIÓN;LA UNIÓN;CAPITAL PROVINCIAL;CIUDAD;26517;12554;13963;9911;LA UNIÓN;ORIGEN;1
14;14202;DE LOS RÍOS;RANCO;FUTRONO;NONTUELA;URBANO;PUEBLO;1004;489;515;399;NONTUELA;ORIGEN;1
14;14202;DE LOS RÍOS;RANCO;FUTRONO;FUTRONO;CAPITAL COMUNAL;CIUDAD;7095;3398;3697;2845;FUTRONO;ORIGEN;1
14;14203;DE LOS RÍOS;RANCO;LAGO RANCO;LAGO RANCO;CAPITAL COMUNAL;PUEBLO;2146;1036;1110;1154;LAGO RANCO;ORIGEN;1
14;14204;DE LOS RÍOS;RANCO;RÍO BUENO;RÍO BUENO;CAPITAL COMUNAL;CIUDAD;16909;7950;8959;6623;RÍO BUENO;ORIGEN;1
15;15101;DE ARICA Y PARINACOTA;ARICA;ARICA;ARICA;CAPITAL REGIONAL;CIUDAD;202131;97886;104245;65888;ARICA;ORIGEN;1
15;15101;DE ARICA Y PARINACOTA;ARICA;ARICA;SAN MIGUEL;URBANO;PUEBLO;1001;505;496;328;SAN MIGUEL;ORIGEN-SACAR;2
15;15201;DE ARICA Y PARINACOTA;PARINACOTA;PUTRE;PUTRE;CAPITAL PROVINCIAL;CIUDAD;1716;1323;393;521;PUTRE;ORIGEN;1
16;16101;DE ÑUBLE;DIGUILLÍN;CHILLÁN;CHILLÁN;CAPITAL REGIONAL;CIUDAD;164270;77214;87056;59751;CHILLÁN;ORIGEN;1
16;16101;DE ÑUBLE;DIGUILLÍN;CHILLÁN;QUINCHAMALÍ;URBANO;PUEBLO;1276;628;648;586;QUINCHAMALÍ;ORIGEN;1
16;16101;DE ÑUBLE;DIGUILLÍN;CHILLÁN;LAS MARIPOSAS;URBANO;PUEBLO;1599;798;801;508;LAS MARIPOSAS;ORIGEN;1
16;16101;DE ÑUBLE;DIGUILLÍN;CHILLÁN;EL EMBOQUE;URBANO;PUEBLO;1198;578;620;446;EL EMBOQUE;ORIGEN;1
16;16102;DE ÑUBLE;DIGUILLÍN;BULNES;BULNES;CAPITAL PROVINCIAL;CIUDAD;11072;5185;5887;4210;BULNES;ORIGEN;1
16;16102;DE ÑUBLE;DIGUILLÍN;BULNES;SANTA CLARA;URBANO;PUEBLO;2368;1125;1243;881;SANTA CLARA;ORIGEN;1
16;16103;DE ÑUBLE;DIGUILLÍN;CHILLÁN VIEJO;CHILLÁN VIEJO;CAPITAL COMUNAL;CIUDAD;27359;12766;14593;9696;CHILLÁN VIEJO;ORIGEN;1
16;16104;DE ÑUBLE;DIGUILLÍN;EL CARMEN;EL CARMEN;CAPITAL COMUNAL;PUEBLO;4855;2256;2599;1890;EL CARMEN;ORIGEN;1
16;16105;DE ÑUBLE;DIGUILLÍN;PEMUCO;PEMUCO;CAPITAL COMUNAL;PUEBLO;4161;2022;2139;1538;PEMUCO;ORIGEN;1
16;16106;DE ÑUBLE;DIGUILLÍN;PINTO;PINTO;CAPITAL COMUNAL;PUEBLO;3766;1746;2020;1449;PINTO;ORIGEN;1
16;16106;DE ÑUBLE;DIGUILLÍN;PINTO;RECINTO - LOS LLEUQUES;URBANO;PUEBLO;1607;811;796;1051;RECINTO - LOS LLEUQUES;ORIGEN;1
16;16107;DE ÑUBLE;DIGUILLÍN;QUILLÓN;QUILLÓN;CAPITAL COMUNAL;CIUDAD;10279;4918;5361;5410;QUILLÓN;ORIGEN;1
16;16108;DE ÑUBLE;DIGUILLÍN;SAN IGNACIO;SAN IGNACIO;CAPITAL COMUNAL;PUEBLO;2932;1361;1571;1219;SAN IGNACIO;ORIGEN;2
16;16108;DE ÑUBLE;DIGUILLÍN;SAN IGNACIO;PUEBLO SECO;URBANO;PUEBLO;2792;1341;1451;1080;PUEBLO SECO;ORIGEN;1
16;16108;DE ÑUBLE;DIGUILLÍN;SAN IGNACIO;QUIRIQUINA;URBANO;PUEBLO;1055;489;566;367;QUIRIQUINA;ORIGEN;1
16;16109;DE ÑUBLE;DIGUILLÍN;YUNGAY;YUNGAY;CAPITAL COMUNAL;CIUDAD;10884;5314;5570;4619;YUNGAY;ORIGEN;1
16;16109;DE ÑUBLE;DIGUILLÍN;YUNGAY;CAMPANARIO;URBANO;PUEBLO;2206;1104;1102;940;CAMPANARIO;ORIGEN;1
16;16201;DE ÑUBLE;ITATA;QUIRIHUE;QUIRIHUE;CAPITAL PROVINCIAL;CIUDAD;9432;4496;4936;4075;QUIRIHUE;ORIGEN;1
16;16202;DE ÑUBLE;ITATA;COBQUECURA;COBQUECURA;CAPITAL COMUNAL;PUEBLO;1441;630;811;811;COBQUECURA;ORIGEN;1
16;16203;DE ÑUBLE;ITATA;COELEMU;COELEMU;CAPITAL COMUNAL;CIUDAD;10297;4942;5355;3581;COELEMU;ORIGEN;1
16;16203;DE ÑUBLE;ITATA;COELEMU;RANGUELMO;URBANO;PUEBLO;1035;511;524;344;RANGUELMO;ORIGEN;1
16;16204;DE ÑUBLE;ITATA;NINHUE;NINHUE;CAPITAL COMUNAL;PUEBLO;1467;686;781;596;NINHUE;ORIGEN;1
16;16205;DE ÑUBLE;ITATA;PORTEZUELO;PORTEZUELO;CAPITAL COMUNAL;PUEBLO;1802;839;963;725;PORTEZUELO;ORIGEN;1
16;16206;DE ÑUBLE;ITATA;RÁNQUIL;ÑIPAS;CAPITAL COMUNAL;PUEBLO;1580;748;832;670;ÑIPAS;ORIGEN;1
16;16207;DE ÑUBLE;ITATA;TREGUACO;TREGUACO;CAPITAL COMUNAL;PUEBLO;1774;836;938;736;TREGUACO;ORIGEN;1
16;16301;DE ÑUBLE;PUNILLA;SAN CARLOS;VILLA ILLINOIS;URBANO;PUEBLO;600;296;304;214;VILLA ILLINOIS;ORIGEN;1
16;16301;DE ÑUBLE;PUNILLA;SAN CARLOS;SAN CARLOS;CAPITAL PROVINCIAL;CIUDAD;32529;15093;17436;12508;SAN CARLOS;ORIGEN;1
16;16302;DE ÑUBLE;PUNILLA;COIHUECO;COIHUECO;CAPITAL COMUNAL;CIUDAD;9089;4315;4774;3161;COIHUECO;ORIGEN;1
16;16303;DE ÑUBLE;PUNILLA;ÑIQUÉN;SAN GREGORIO;CAPITAL COMUNAL;PUEBLO;1146;514;632;521;SAN GREGORIO;ORIGEN;1
16;16304;DE ÑUBLE;PUNILLA;SAN FABIÁN;SAN FABIÁN DE ALICO;CAPITAL COMUNAL;PUEBLO;1661;800;861;890;SAN FABIÁN DE ALICO;ORIGEN;1
16;16305;DE ÑUBLE;PUNILLA;SAN NICOLÁS;SAN NICOLÁS;CAPITAL COMUNAL;PUEBLO;2843;1347;1496;1056;SAN NICOLÁS;ORIGEN;1
16;16305;DE ÑUBLE;PUNILLA;SAN NICOLÁS;PUENTE ÑUBLE;URBANO;PUEBLO;2044;1015;1029;728;PUENTE ÑUBLE;ORIGEN;1
8;8107;DEL BIOBÍO;CONCEPCIÓN;PENCO;LIRQUEN;CAPITAL COMUNAL;CIUDAD;46718;22261;24457;15531;PENCO;CREADO;1
8;8107;DEL BIOBÍO;CONCEPCIÓN;PENCO;PENCO LIRQUEN;CAPITAL COMUNAL;CIUDAD;46718;22261;24457;15531;PENCO;CREADO;1
5;5201;DE VALPARAÍSO;ISLA DE PASCUA;ISLA DE PASCUA;ISLA DE PASCUA;CAPITAL PROVINCIAL;CIUDAD;7163;3523;3640;2762;HANGA ROA;CREADO;1
5;5201;DE VALPARAÍSO;ISLA DE PASCUA;ISLA DE PASCUA;RAPA NUI;CAPITAL PROVINCIAL;CIUDAD;7163;3523;3640;2762;HANGA ROA;CREADO;1
13;13403;METROPOLITANA DE SANTIAGO;MAIPO;CALERA DE TANGO;CALERA DE TANGO;URBANO;CIUDAD;7802;3856;3946;2377;BAJOS DE SAN AGUSTÍN;CREADO;1
4;4101;DE COQUIMBO;ELQUI;LA SERENA;SERENA;CAPITAL REGIONAL;CIUDAD;195382;92063;103319;76998;LA SERENA;CREADO;1
14;14106;DE LOS RÍOS;VALDIVIA;MARIQUINA;MARIQUINA;CAPITAL COMUNAL;CIUDAD;9767;4682;5085;3353;SAN JOSÉ DE LA MARIQUINA;CREADO;1
5;5502;DE VALPARAÍSO;QUILLOTA;CALERA;CALERA;CAPITAL COMUNAL;CIUDAD;47072;22679;24393;16899;LA CALERA;CREADO;1
