CÓDIGO REGIÓN;CÓDIGO COMUNA;NOMBRE REGIÓN;NOMBRE PROVINCIA;NOMBRE COMUNA;URBANO;TIPO;CATEGORIA;TOTAL POBLACIÓN;TOTAL HOMBRES;TOTALES MUJERES;TOTAL VIVIENDAS;CIUDAD;TIPO DATO;CONTEO
9;9205;DE LA ARAUCANÍA;MALLECO;LONQUIMAY;LONQUIMAY;CAPITAL COMUNAL;PUEBLO;3562;1853;1709;1511;LONQUIMAY;ORIGEN;1
9;9206;DE LA ARAUCANÍA;MALLECO;LOS SAUCES;LOS SAUCES;CAPITAL COMUNAL;PUEBLO;4362;2064;2298;1740;LOS SAUCES;ORIGEN;1
9;9207;DE LA ARAUCANÍA;MALLECO;LUMACO;LUMACO;CAPITAL COMUNAL;PUEBLO;1408;684;724;605;LUMACO;ORIGEN;1
9;9207;DE LA ARAUCANÍA;MALLECO;LUMACO;CAPITÁN PASTENE;URBANO;PUEBLO;2612;1293;1319;1076;CAPITÁN PASTENE;ORIGEN;1
9;9208;DE LA ARAUCANÍA;MALLECO;PURÉN;PURÉN;CAPITAL COMUNAL;CIUDAD;7524;3509;4015;3106;PURÉN;ORIGEN;1
9;9209;DE LA ARAUCANÍA;MALLECO;RENAICO;TIJERAL;URBANO;PUEBLO;1793;873;920;680;TIJERAL;ORIGEN;1
9;9209;DE LA ARAUCANÍA;MALLECO;RENAICO;RENAICO;CAPITAL COMUNAL;CIUDAD;6516;3052;3464;2518;RENAICO;ORIGEN;1
9;9210;DE LA ARAUCANÍA;MALLECO;TRAIGUÉN;TRAIGUÉN;CAPITAL COMUNAL;CIUDAD;14257;6576;7681;5628;TRAIGUÉN;ORIGEN;1
9;9211;DE LA ARAUCANÍA;MALLECO;VICTORIA;VICTORIA;CAPITAL COMUNAL;CIUDAD;24773;11567;13206;8926;VICTORIA;ORIGEN;1
10;10101;DE LOS LAGOS;LLANQUIHUE;PUERTO MONTT;ALERCE;URBANO;CIUDAD;42267;20212;22055;14021;ALERCE;ORIGEN;1
10;10101;DE LOS LAGOS;LLANQUIHUE;PUERTO MONTT;PUERTO MONTT;CAPITAL REGIONAL;CIUDAD;169736;83227;86509;64797;PUERTO MONTT;ORIGEN;1
10;10101;DE LOS LAGOS;LLANQUIHUE;PUERTO MONTT;LA VARA;URBANO;PUEBLO;3010;1533;1477;1086;LA VARA;ORIGEN;1
10;10101;DE LOS LAGOS;LLANQUIHUE;PUERTO MONTT;SENDA SUR;URBANO;PUEBLO;1043;536;507;461;SENDA SUR;ORIGEN;1
10;10101;DE LOS LAGOS;LLANQUIHUE;PUERTO MONTT;COIHUÍN;URBANO;PUEBLO;1543;768;775;618;COIHUÍN;ORIGEN;1
10;10101;DE LOS LAGOS;LLANQUIHUE;PUERTO MONTT;EL TEPUAL;URBANO;PUEBLO;1144;584;560;475;EL TEPUAL;ORIGEN;1
10;10102;DE LOS LAGOS;LLANQUIHUE;CALBUCO;CALBUCO;CAPITAL COMUNAL;CIUDAD;15903;7776;8127;5991;CALBUCO;ORIGEN;1
10;10104;DE LOS LAGOS;LLANQUIHUE;FRESIA;FRESIA;CAPITAL COMUNAL;CIUDAD;7328;3549;3779;2792;FRESIA;ORIGEN;1
10;10105;DE LOS LAGOS;LLANQUIHUE;FRUTILLAR;FRUTILLAR;CAPITAL COMUNAL;CIUDAD;12876;6233;6643;5226;FRUTILLAR;ORIGEN;1
10;10106;DE LOS LAGOS;LLANQUIHUE;LOS MUERMOS;LOS MUERMOS;CAPITAL COMUNAL;CIUDAD;7928;3739;4189;2962;LOS MUERMOS;ORIGEN;1
10;10107;DE LOS LAGOS;LLANQUIHUE;LLANQUIHUE;LOS PELLINES;URBANO;PUEBLO;1159;569;590;409;LOS PELLINES;ORIGEN;2
10;10107;DE LOS LAGOS;LLANQUIHUE;LLANQUIHUE;LLANQUIHUE;CAPITAL COMUNAL;CIUDAD;12945;6269;6676;4260;LLANQUIHUE;ORIGEN;1
10;10108;DE LOS LAGOS;LLANQUIHUE;MAULLÍN;MAULLÍN;CAPITAL COMUNAL;PUEBLO;3797;1835;1962;1505;MAULLÍN;ORIGEN;1
10;10108;DE LOS LAGOS;LLANQUIHUE;MAULLÍN;CARELMAPU;URBANO;PUEBLO;2824;1408;1416;1233;CARELMAPU;ORIGEN;1
10;10109;DE LOS LAGOS;LLANQUIHUE;PUERTO VARAS;PUERTO VARAS;CAPITAL COMUNAL;CIUDAD;26172;12541;13631;9644;PUERTO VARAS;ORIGEN;1
10;10109;DE LOS LAGOS;LLANQUIHUE;PUERTO VARAS;NUEVA BRAUNAU;URBANO;PUEBLO;3290;1615;1675;1124;NUEVA BRAUNAU;ORIGEN;1
10;10109;DE LOS LAGOS;LLANQUIHUE;PUERTO VARAS;MIRADOR DE PUERTO VARAS;URBANO;PUEBLO;2665;1268;1397;1143;MIRADOR DE PUERTO VARAS;ORIGEN;1
10;10201;DE LOS LAGOS;CHILOÉ;CASTRO;CASTRO;CAPITAL PROVINCIAL;CIUDAD;33417;16276;17141;13097;CASTRO;ORIGEN;1
10;10202;DE LOS LAGOS;CHILOÉ;ANCUD;ANCUD;CAPITAL COMUNAL;CIUDAD;28162;13419;14743;11063;ANCUD;ORIGEN;1
10;10203;DE LOS LAGOS;CHILOÉ;CHONCHI;CHONCHI;CAPITAL COMUNAL;CIUDAD;5632;2790;2842;2126;CHONCHI;ORIGEN;1
10;10204;DE LOS LAGOS;CHILOÉ;CURACO DE VÉLEZ;CURACO DE VÉLEZ;CAPITAL COMUNAL;PUEBLO;1100;505;595;475;CURACO DE VÉLEZ;ORIGEN;1
10;10205;DE LOS LAGOS;CHILOÉ;DALCAHUE;DALCAHUE;CAPITAL COMUNAL;CIUDAD;7120;3494;3626;2644;DALCAHUE;ORIGEN;1
10;10207;DE LOS LAGOS;CHILOÉ;QUEILÉN;QUEILÉN;CAPITAL COMUNAL;PUEBLO;2306;1154;1152;948;QUEILÉN;ORIGEN;1
10;10208;DE LOS LAGOS;CHILOÉ;QUELLÓN;QUELLÓN;CAPITAL COMUNAL;CIUDAD;17552;8687;8865;6708;QUELLÓN;ORIGEN;1
10;10209;DE LOS LAGOS;CHILOÉ;QUEMCHI;QUEMCHI;CAPITAL COMUNAL;PUEBLO;2492;1206;1286;1121;QUEMCHI;ORIGEN;1
10;10210;DE LOS LAGOS;CHILOÉ;QUINCHAO;ACHAO;CAPITAL COMUNAL;PUEBLO;3196;1448;1748;1330;ACHAO;ORIGEN;1
10;10301;DE LOS LAGOS;OSORNO;OSORNO;OSORNO;CAPITAL PROVINCIAL;CIUDAD;147666;70075;77591;54704;OSORNO;ORIGEN;1
10;10302;DE LOS LAGOS;OSORNO;PUERTO OCTAY;PUERTO OCTAY;CAPITAL COMUNAL;PUEBLO;2049;1038;1011;756;PUERTO OCTAY;ORIGEN;1
10;10303;DE LOS LAGOS;OSORNO;PURRANQUE;PURRANQUE;CAPITAL COMUNAL;CIUDAD;12614;5978;6636;4444;PURRANQUE;ORIGEN;1
10;10303;DE LOS LAGOS;OSORNO;PURRANQUE;CORTE ALTO;URBANO;PUEBLO;1774;853;921;678;CORTE ALTO;ORIGEN;1
10;10304;DE LOS LAGOS;OSORNO;PUYEHUE;ENTRE LAGOS;CAPITAL COMUNAL;PUEBLO;4993;2396;2597;1831;ENTRE LAGOS;ORIGEN;1
10;10305;DE LOS LAGOS;OSORNO;RÍO NEGRO;RÍO NEGRO;CAPITAL COMUNAL;CIUDAD;6978;3312;3666;2635;RÍO NEGRO;ORIGEN;2
10;10306;DE LOS LAGOS;OSORNO;SAN JUAN DE LA COSTA;BAHÍA MANSA - MUICOLPUE;URBANO;PUEBLO;1170;612;558;1687;BAHÍA MANSA - MUICOLPUE;ORIGEN;1
10;10307;DE LOS LAGOS;OSORNO;SAN PABLO;SAN PABLO;CAPITAL COMUNAL;PUEBLO;4600;2172;2428;1698;SAN PABLO;ORIGEN;1
10;10401;DE LOS LAGOS;PALENA;CHAITÉN;CHAITÉN;CAPITAL COMUNAL;CIUDAD;1639;864;775;738;CHAITÉN;ORIGEN;1
10;10402;DE LOS LAGOS;PALENA;FUTALEUFÚ;FUTALEUFÚ;CAPITAL COMUNAL;PUEBLO;1831;932;899;923;FUTALEUFÚ;ORIGEN;1
10;10403;DE LOS LAGOS;PALENA;HUALAIHUÉ;RÍO NEGRO;CAPITAL COMUNAL;PUEBLO;3629;1819;1810;1680;RÍO NEGRO;ORIGEN-SACAR;2
10;10404;DE LOS LAGOS;PALENA;PALENA;PALENA;CAPITAL COMUNAL;PUEBLO;1045;516;529;556;PALENA;ORIGEN;1
11;11101;DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;COYHAIQUE;COYHAIQUE;COYHAIQUE;CAPITAL REGIONAL;CIUDAD;49667;24166;25501;18848;COYHAIQUE;ORIGEN;1
11;11201;DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;AYSÉN;AYSÉN;PUERTO AYSÉN;CAPITAL PROVINCIAL;CIUDAD;17441;8805;8636;6660;PUERTO AYSÉN;ORIGEN;1
11;11201;DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;AYSÉN;AYSÉN;PUERTO CHACABUCO;URBANO;PUEBLO;1239;619;620;461;PUERTO CHACABUCO;ORIGEN;1
11;11201;DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;AYSÉN;AYSÉN;VILLA MAÑIGUALES;URBANO;PUEBLO;1561;795;766;790;VILLA MAÑIGUALES;ORIGEN;1
11;11202;DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;AYSÉN;CISNES;PUERTO CISNES;CAPITAL COMUNAL;PUEBLO;2558;1318;1240;1063;PUERTO CISNES;ORIGEN;1
11;11202;DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;AYSÉN;CISNES;LA JUNTA;URBANO;PUEBLO;1431;749;682;634;LA JUNTA;ORIGEN;1
11;11203;DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;AYSÉN;GUAITECAS;MELINKA;CAPITAL COMUNAL;PUEBLO;1329;717;612;607;MELINKA;ORIGEN;1
11;11301;DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;CAPITÁN PRAT;COCHRANE;COCHRANE;CAPITAL PROVINCIAL;CIUDAD;2789;1440;1349;1296;COCHRANE;ORIGEN;1
11;11401;DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;GENERAL CARRERA;CHILE CHICO;CHILE CHICO;CAPITAL PROVINCIAL;CIUDAD;3129;1569;1560;1419;CHILE CHICO;ORIGEN;1
12;12101;DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;MAGALLANES;PUNTA ARENAS;PUNTA ARENAS;CAPITAL REGIONAL;CIUDAD;123403;60631;62772;46443;PUNTA ARENAS;ORIGEN;1
12;12201;DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;ANTÁRTICA CHILENA;CABO DE HORNOS;PUERTO WILLIAMS;CAPITAL PROVINCIAL;CIUDAD;1868;1039;829;662;PUERTO WILLIAMS;ORIGEN;1
12;12301;DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;TIERRA DEL FUEGO;PORVENIR;PORVENIR;CAPITAL PROVINCIAL;CIUDAD;5992;3334;2658;2439;PORVENIR;ORIGEN;1
12;12401;DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;ÚLTIMA ESPERANZA;NATALES;PUERTO NATALES;CAPITAL PROVINCIAL;CIUDAD;19023;9431;9592;7973;PUERTO NATALES;ORIGEN;1
13;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;SANTIAGO;CAPITAL REGIONAL;CIUDAD;402847;205583;197264;193215;SANTIAGO;ORIGEN;1
13;13102;METROPOLITANA DE SANTIAGO;SANTIAGO;CERRILLOS;CERRILLOS;CAPITAL COMUNAL;CIUDAD;80710;39544;41166;24523;CERRILLOS;ORIGEN;2
13;13103;METROPOLITANA DE SANTIAGO;SANTIAGO;CERRO NAVIA;CERRO NAVIA;CAPITAL COMUNAL;CIUDAD;132401;65297;67104;37963;CERRO NAVIA;ORIGEN;1
13;13104;METROPOLITANA DE SANTIAGO;SANTIAGO;CONCHALÍ;CONCHALÍ;CAPITAL COMUNAL;CIUDAD;126800;61784;65016;37721;CONCHALÍ;ORIGEN;1
13;13105;METROPOLITANA DE SANTIAGO;SANTIAGO;EL BOSQUE;EL BOSQUE;CAPITAL COMUNAL;CIUDAD;162415;79325;83090;47912;EL BOSQUE;ORIGEN;1
13;13106;METROPOLITANA DE SANTIAGO;SANTIAGO;ESTACIÓN CENTRAL;ESTACIÓN CENTRAL;CAPITAL COMUNAL;CIUDAD;140809;69617;71192;52413;ESTACIÓN CENTRAL;ORIGEN;1
13;13107;METROPOLITANA DE SANTIAGO;SANTIAGO;HUECHURABA;HUECHURABA;CAPITAL COMUNAL;CIUDAD;98500;48019;50481;28905;HUECHURABA;ORIGEN;1
13;13108;METROPOLITANA DE SANTIAGO;SANTIAGO;INDEPENDENCIA;INDEPENDENCIA;CAPITAL COMUNAL;CIUDAD;100059;49025;51034;36610;INDEPENDENCIA;ORIGEN;1
13;13109;METROPOLITANA DE SANTIAGO;SANTIAGO;LA CISTERNA;LA CISTERNA;CAPITAL COMUNAL;CIUDAD;89889;43043;46846;31395;LA CISTERNA;ORIGEN;1
13;13110;METROPOLITANA DE SANTIAGO;SANTIAGO;LA FLORIDA;LA FLORIDA;CAPITAL COMUNAL;CIUDAD;366376;175380;190996;119864;LA FLORIDA;ORIGEN;1
13;13111;METROPOLITANA DE SANTIAGO;SANTIAGO;LA GRANJA;LA GRANJA;CAPITAL COMUNAL;CIUDAD;116312;56875;59437;34343;LA GRANJA;ORIGEN;1
13;13112;METROPOLITANA DE SANTIAGO;SANTIAGO;LA PINTANA;LA PINTANA;CAPITAL COMUNAL;CIUDAD;176105;86377;89728;49655;LA PINTANA;ORIGEN;1
13;13113;METROPOLITANA DE SANTIAGO;SANTIAGO;LA REINA;LA REINA;CAPITAL COMUNAL;CIUDAD;92678;43535;49143;29771;LA REINA;ORIGEN;1
13;13114;METROPOLITANA DE SANTIAGO;SANTIAGO;LAS CONDES;LAS CONDES;CAPITAL COMUNAL;CIUDAD;294480;135721;158759;117878;LAS CONDES;ORIGEN;1
13;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;LO BARNECHEA;CAPITAL COMUNAL;CIUDAD;103092;48337;54755;29001;LO BARNECHEA;ORIGEN;1
13;13116;METROPOLITANA DE SANTIAGO;SANTIAGO;LO ESPEJO;LO ESPEJO;CAPITAL COMUNAL;CIUDAD;98651;49046;49605;26744;LO ESPEJO;ORIGEN;1
13;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;LO PRADO;CAPITAL COMUNAL;CIUDAD;95901;46607;49294;29417;LO PRADO;ORIGEN;1
13;13118;METROPOLITANA DE SANTIAGO;SANTIAGO;MACUL;MACUL;CAPITAL COMUNAL;CIUDAD;116249;55021;61228;42998;MACUL;ORIGEN;1
13;13119;METROPOLITANA DE SANTIAGO;SANTIAGO;MAIPÚ;MAIPÚ;CAPITAL COMUNAL;CIUDAD;515240;247329;267911;159551;MAIPÚ;ORIGEN;1
13;13119;METROPOLITANA DE SANTIAGO;SANTIAGO;MAIPÚ;EL MAITÉN;URBANO;PUEBLO;2153;1093;1060;575;EL MAITÉN;ORIGEN;1
13;13120;METROPOLITANA DE SANTIAGO;SANTIAGO;ÑUÑOA;ÑUÑOA;CAPITAL COMUNAL;CIUDAD;208048;95304;112744;92179;ÑUÑOA;ORIGEN;1
13;13121;METROPOLITANA DE SANTIAGO;SANTIAGO;PEDRO AGUIRRE CERDA;PEDRO AGUIRRE CERDA;CAPITAL COMUNAL;CIUDAD;101035;49423;51612;29874;PEDRO AGUIRRE CERDA;ORIGEN;1
13;13122;METROPOLITANA DE SANTIAGO;SANTIAGO;PEÑALOLÉN;PEÑALOLÉN;CAPITAL COMUNAL;CIUDAD;241394;116769;124625;70322;PEÑALOLÉN;ORIGEN;1
13;13123;METROPOLITANA DE SANTIAGO;SANTIAGO;PROVIDENCIA;PROVIDENCIA;CAPITAL COMUNAL;CIUDAD;141986;65652;76334;70926;PROVIDENCIA;ORIGEN;1
13;13124;METROPOLITANA DE SANTIAGO;SANTIAGO;PUDAHUEL;LO AGUIRRE;URBANO;PUEBLO;1955;944;1011;659;LO AGUIRRE;ORIGEN;1
13;13124;METROPOLITANA DE SANTIAGO;SANTIAGO;PUDAHUEL;PUDAHUEL;CAPITAL COMUNAL;CIUDAD;205558;100122;105436;62142;PUDAHUEL;ORIGEN;1
13;13124;METROPOLITANA DE SANTIAGO;SANTIAGO;PUDAHUEL;CIUDAD DEL VALLE;URBANO;CIUDAD;11512;5657;5855;3573;CIUDAD DEL VALLE;ORIGEN;1
13;13124;METROPOLITANA DE SANTIAGO;SANTIAGO;PUDAHUEL;EL CAMBUCHO;URBANO;PUEBLO;1467;752;715;444;EL CAMBUCHO;ORIGEN;1
13;13124;METROPOLITANA DE SANTIAGO;SANTIAGO;PUDAHUEL;NOVICIADO ALTO;URBANO;PUEBLO;1245;640;605;363;NOVICIADO ALTO;ORIGEN;1
13;13124;METROPOLITANA DE SANTIAGO;SANTIAGO;PUDAHUEL;VILLA CAMPO ALEGRE;URBANO;PUEBLO;1017;516;501;282;VILLA CAMPO ALEGRE;ORIGEN;1
13;13125;METROPOLITANA DE SANTIAGO;SANTIAGO;QUILICURA;QULICURA;CAPITAL COMUNAL;CIUDAD;209676;103013;106663;62228;QULICURA;ORIGEN;1
13;13126;METROPOLITANA DE SANTIAGO;SANTIAGO;QUINTA NORMAL;QUINTA NORMAL;CAPITAL COMUNAL;CIUDAD;109784;53520;56264;38914;QUINTA NORMAL;ORIGEN;1
13;13127;METROPOLITANA DE SANTIAGO;SANTIAGO;RECOLETA;RECOLETA;CAPITAL COMUNAL;CIUDAD;157569;77510;80059;50136;RECOLETA;ORIGEN;1
13;13128;METROPOLITANA DE SANTIAGO;SANTIAGO;RENCA;RENCA;CAPITAL COMUNAL;CIUDAD;146987;72586;74401;43128;RENCA;ORIGEN;1
13;13129;METROPOLITANA DE SANTIAGO;SANTIAGO;SAN JOAQUÍN;SAN JOAQUÍN;CAPITAL COMUNAL;CIUDAD;94325;45738;48587;30054;SAN JOAQUÍN;ORIGEN;1
13;13130;METROPOLITANA DE SANTIAGO;SANTIAGO;SAN MIGUEL;SAN MIGUEL;CAPITAL COMUNAL;CIUDAD;107828;50659;57169;42892;SAN MIGUEL;ORIGEN;2
13;13131;METROPOLITANA DE SANTIAGO;SANTIAGO;SAN RAMÓN;SAN RAMÓN;CAPITAL COMUNAL;CIUDAD;82602;40710;41892;23743;SAN RAMÓN;ORIGEN;2
13;13132;METROPOLITANA DE SANTIAGO;SANTIAGO;VITACURA;VITACURA;CAPITAL COMUNAL;CIUDAD;85300;38355;46945;31753;VITACURA;ORIGEN;1
13;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;PUENTE ALTO;CAPITAL PROVINCIAL;CIUDAD;566561;274323;292238;171077;PUENTE ALTO;ORIGEN;1
13;13202;METROPOLITANA DE SANTIAGO;CORDILLERA;PIRQUE;PIRQUE;CAPITAL COMUNAL;CIUDAD;2685;1321;1364;820;PIRQUE;ORIGEN;1
13;13202;METROPOLITANA DE SANTIAGO;CORDILLERA;PIRQUE;EL PRINCIPAL;URBANO;CIUDAD;8829;4491;4338;2668;EL PRINCIPAL;ORIGEN;1
13;13203;METROPOLITANA DE SANTIAGO;CORDILLERA;SAN JOSÉ DE MAIPO;SAN JOSÉ DE MAIPO;CAPITAL COMUNAL;CIUDAD;6230;3121;3109;2036;SAN JOSÉ DE MAIPO;ORIGEN;1
13;13203;METROPOLITANA DE SANTIAGO;CORDILLERA;SAN JOSÉ DE MAIPO;SAN ALFONSO;URBANO;PUEBLO;1859;954;905;793;SAN ALFONSO;ORIGEN;1
13;13203;METROPOLITANA DE SANTIAGO;CORDILLERA;SAN JOSÉ DE MAIPO;LA OBRA - LAS VERTIENTES;URBANO;CIUDAD;3032;1509;1523;1169;LA OBRA - LAS VERTIENTES;ORIGEN;1
13;13301;METROPOLITANA DE SANTIAGO;CHACABUCO;COLINA;COLINA;CAPITAL PROVINCIAL;CIUDAD;88858;46598;42260;26529;COLINA;ORIGEN;1
13;13301;METROPOLITANA DE SANTIAGO;CHACABUCO;COLINA;SANTA MARTA DE LIRAY;URBANO;PUEBLO;1429;753;676;452;SANTA MARTA DE LIRAY;ORIGEN;1
13;13301;METROPOLITANA DE SANTIAGO;CHACABUCO;COLINA;CHICUREO;URBANO;CIUDAD;10975;5172;5803;2913;CHICUREO;ORIGEN;1
13;13301;METROPOLITANA DE SANTIAGO;CHACABUCO;COLINA;CHAMISERO;URBANO;CIUDAD;7747;3636;4111;2492;CHAMISERO;ORIGEN;1
13;13301;METROPOLITANA DE SANTIAGO;CHACABUCO;COLINA;LAS CANTERAS;URBANO;PUEBLO;2580;1308;1272;856;LAS CANTERAS;ORIGEN;2
13;13301;METROPOLITANA DE SANTIAGO;CHACABUCO;COLINA;SANTA ELENA;URBANO;PUEBLO;2766;1329;1437;994;SANTA ELENA;ORIGEN;1
13;13301;METROPOLITANA DE SANTIAGO;CHACABUCO;COLINA;LO ARCAYA - CASAS VIEJAS;URBANO;PUEBLO;1121;564;557;274;LO ARCAYA - CASAS VIEJAS;ORIGEN;1
13;13301;METROPOLITANA DE SANTIAGO;CHACABUCO;COLINA;LOS INGLESES;URBANO;PUEBLO;1342;695;647;380;LOS INGLESES;ORIGEN;1
13;13301;METROPOLITANA DE SANTIAGO;CHACABUCO;COLINA;EL COLORADO;URBANO;PUEBLO;1021;530;491;336;EL COLORADO;ORIGEN;1
13;13302;METROPOLITANA DE SANTIAGO;CHACABUCO;LAMPA;BATUCO;URBANO;CIUDAD;16784;8524;8260;5037;BATUCO;ORIGEN;1
13;13302;METROPOLITANA DE SANTIAGO;CHACABUCO;LAMPA;ESTACIÓN COLINA;URBANO;PUEBLO;4085;2127;1958;1265;ESTACIÓN COLINA;ORIGEN;1
13;13302;METROPOLITANA DE SANTIAGO;CHACABUCO;LAMPA;LAMPA;CAPITAL COMUNAL;CIUDAD;37599;18705;18894;11703;LAMPA;ORIGEN;1
13;13302;METROPOLITANA DE SANTIAGO;CHACABUCO;LAMPA;VALLE GRANDE;URBANO;CIUDAD;16966;8452;8514;6502;VALLE GRANDE;ORIGEN;1
13;13302;METROPOLITANA DE SANTIAGO;CHACABUCO;LAMPA;CHICAUMA;URBANO;CIUDAD;1764;894;870;601;CHICAUMA;ORIGEN;1
13;13302;METROPOLITANA DE SANTIAGO;CHACABUCO;LAMPA;SOL DE SEPTIEMBRE;URBANO;PUEBLO;2040;1059;981;734;SOL DE SEPTIEMBRE;ORIGEN;1
13;13302;METROPOLITANA DE SANTIAGO;CHACABUCO;LAMPA;LO CASTRO;URBANO;PUEBLO;1445;745;700;497;LO CASTRO;ORIGEN;1
13;13303;METROPOLITANA DE SANTIAGO;CHACABUCO;TILTIL;TILTIL;CAPITAL COMUNAL;CIUDAD;5549;2760;2789;1810;TILTIL;ORIGEN;1
13;13303;METROPOLITANA DE SANTIAGO;CHACABUCO;TILTIL;HUERTOS FAMILIARES;URBANO;PUEBLO;4186;2112;2074;1357;HUERTOS FAMILIARES;ORIGEN;1
13;13303;METROPOLITANA DE SANTIAGO;CHACABUCO;TILTIL;ALTO EL MANZANO;URBANO;PUEBLO;1963;964;999;741;ALTO EL MANZANO;ORIGEN;1
13;13303;METROPOLITANA DE SANTIAGO;CHACABUCO;TILTIL;ESTACIÓN POLPAICO;URBANO;PUEBLO;1359;706;653;428;ESTACIÓN POLPAICO;ORIGEN;1
13;13401;METROPOLITANA DE SANTIAGO;MAIPO;SAN BERNARDO;LO HERRERA;URBANO;PUEBLO;4638;2315;2323;1376;LO HERRERA;ORIGEN;1
13;13401;METROPOLITANA DE SANTIAGO;MAIPO;SAN BERNARDO;SAN BERNARDO;CAPITAL PROVINCIAL;CIUDAD;290912;142513;148399;87046;SAN BERNARDO;ORIGEN;1
13;13402;METROPOLITANA DE SANTIAGO;MAIPO;BUIN;EL RULO;URBANO;PUEBLO;2362;1191;1171;692;EL RULO;ORIGEN;1
13;13402;METROPOLITANA DE SANTIAGO;MAIPO;BUIN;ALTO JAHUEL;URBANO;CIUDAD;7000;3451;3549;2112;ALTO JAHUEL;ORIGEN;1
13;13402;METROPOLITANA DE SANTIAGO;MAIPO;BUIN;VILUCO;URBANO;PUEBLO;4760;2447;2313;1404;VILUCO;ORIGEN;1
13;13402;METROPOLITANA DE SANTIAGO;MAIPO;BUIN;BUIN;CAPITAL COMUNAL;CIUDAD;65607;31858;33749;21723;BUIN;ORIGEN;1
13;13402;METROPOLITANA DE SANTIAGO;MAIPO;BUIN;VALDIVIA DE PAINE;URBANO;PUEBLO;2609;1303;1306;822;VALDIVIA DE PAINE;ORIGEN;1
13;13403;METROPOLITANA DE SANTIAGO;MAIPO;CALERA DE TANGO;SAN IGNACIO;URBANO;PUEBLO;3541;1787;1754;1082;SAN IGNACIO;ORIGEN-SACAR;2
13;13403;METROPOLITANA DE SANTIAGO;MAIPO;CALERA DE TANGO;BAJOS DE SAN AGUSTÍN;URBANO;CIUDAD;7802;3856;3946;2377;BAJOS DE SAN AGUSTÍN;ORIGEN;1
13;13403;METROPOLITANA DE SANTIAGO;MAIPO;CALERA DE TANGO;EL ROTO CHILENO;URBANO;PUEBLO;145;80;65;38;EL ROTO CHILENO;ORIGEN-SACAR;2
13;13404;METROPOLITANA DE SANTIAGO;MAIPO;PAINE;PAINE;CAPITAL COMUNAL;CIUDAD;31317;15451;15866;9621;PAINE;ORIGEN;1
13;13404;METROPOLITANA DE SANTIAGO;MAIPO;PAINE;HUELQUÉN;URBANO;PUEBLO;4538;2252;2286;1372;HUELQUÉN;ORIGEN;1
13;13404;METROPOLITANA DE SANTIAGO;MAIPO;PAINE;HOSPITAL;URBANO;CIUDAD;6122;3034;3088;1926;HOSPITAL;ORIGEN;1
13;13404;METROPOLITANA DE SANTIAGO;MAIPO;PAINE;PINTUÉ - LA GUACHERA;URBANO;PUEBLO;2094;1061;1033;781;PINTUÉ - LA GUACHERA;ORIGEN;1
13;13404;METROPOLITANA DE SANTIAGO;MAIPO;PAINE;EL TRÁNSITO;URBANO;PUEBLO;1261;639;622;402;EL TRÁNSITO;ORIGEN;1
13;13404;METROPOLITANA DE SANTIAGO;MAIPO;PAINE;CHADA;URBANO;PUEBLO;1020;516;504;325;CHADA;ORIGEN;1
13;13501;METROPOLITANA DE SANTIAGO;MELIPILLA;MELIPILLA;BOLLENAR;URBANO;CIUDAD;5308;2667;2641;1686;BOLLENAR;ORIGEN;1
13;13501;METROPOLITANA DE SANTIAGO;MELIPILLA;MELIPILLA;POMAIRE;URBANO;PUEBLO;3921;2000;1921;1223;POMAIRE;ORIGEN;1
13;13501;METROPOLITANA DE SANTIAGO;MELIPILLA;MELIPILLA;MELIPILLA;CAPITAL PROVINCIAL;CIUDAD;72212;34990;37222;24853;MELIPILLA;ORIGEN;1
13;13501;METROPOLITANA DE SANTIAGO;MELIPILLA;MELIPILLA;PABELLÓN;URBANO;PUEBLO;1733;878;855;602;PABELLÓN;ORIGEN;1
13;13501;METROPOLITANA DE SANTIAGO;MELIPILLA;MELIPILLA;SAN JOSÉ;URBANO;PUEBLO;1112;546;566;361;SAN JOSÉ;ORIGEN;1
